COD_MATERIAL,COD_CHAR,VALUE_COMBINED
27932000,L1105,01
24369IG0,L3090,01
19941000,L3090,01
19969LS0,L3090,01
19547MF0,L3090,01
23037002,L3090,01
23029000,L3090,01
24428000,L3090,01
23333000,L3090,01
19590A01,L3090,01
26877000,L3090,01
22120KF0,L1105,01
266772431,L1105,01
24080000,L3090,01
26465GL0,L3090,01
20671000,L3090,01
26748003,L3090,01
32321GN2,L1016,01
39888000,L1143,01
37601GL0,L1143,01
38804P00,L1143,01
34630000,L1105,01
37069L00,L1132,01
41073000,L3090,01
40793001,L3090,01
28912000,L3090,01
41063GL0,L3090,01
36422000,L3090,01
36421000,L3090,01
40658001,L3090,01
32935DA1,L3090,01
33163003,L3090,01
30504GL0,L3090,01
30505A00,L3090,01
32723000,L3090,01
31481000,L3090,01
31199000,L3090,01
32467001,L3090,01
32222000,L3090,01
36091000,L3090,01
32555000,L3090,01
32826000,L3090,01
34258000,L3090,01
31535000,L3090,01
40161000,L3090,01
33547000,L3090,01
13132IG0,L3090,01
33468IG0,L3090,01
33043000,L3090,01
34185000,L3090,01
49250AL0,L1143,01
49073AL0,L1143,01
49244DA0,L1143,01
65807000,L3090,01
37139000,L1158,01
49250DL0,L1143,01
30596000,L1109,01
1058120000,L3090,01
29397DA0,L3090,01
29904LS0,L3090,01
34875000,L3090,01
28623000,L3090,01
29121BE0,L3090,01
36247000,L3090,01
34061000,L3090,01
41096000,L3090,01
40365GL1,L3090,01
41097000,L3090,01
40627000,L3090,01
39930000,L1143,01
37751000,L3090,01
29716000,L3090,01
31323001,L3090,01
34769000,L3090,01
37854000,L1158,01
39814000,L1135,01
40279001,L3090,01
40498000,L3090,01
38564SP0,L1132,01
36366002,L3090,01
41069BE0,L3090,01
40887GL0,L3090,01
36295000,L3090,01
37601DA0,L3090,01
38915LS0,L1143,01
40624000,L3090,01
38573P00,L1143,01
36123000,L3090,01
13301A00,L3090,01
26213000,L3090,01
101680DA00,L1047,01
27431000,L3090,01
1016800000,L1047,01
36252000,L3090,01
103560SH00,L1000,01
100739MG00,L1105,01
22123KF0,L1105,01
19317GL1,L3090,01
1012420000,L3090,01
19031000,L3090,01
19923DA3,L3090,01
20164DA3,L3090,01
3948200H,L1000,01
37763Z00,L1158,01
37402000,L1158,01
48429AL0,L1143,01
40767000,L3090,01
40385A01,L3090,01
41035DA0,L3090,01
32789000,L3090,01
38373000,L3090,01
40311BE0,L3090,01
28770001,L3090,01
41198000,L3090,01
40225IG0,L3090,01
104986DA00,L3090,01
104747DA00,L3090,01
1047800000,L3090,01
104993DA00,L3090,01
24407000,L3090,01
19522000,L3090,01
19523IG0,L3090,01
26161000,L3090,01
33977000,L3090,01
27493000,L3090,01
34744000,L1143,01
26458000,L1105,01
26477BE0,L1105,01
26670001,L1105,01
26669000,L1105,01
32667001,L3090,01
19315GL1,L3090,01
29416000,L3090,01
29416IG0,L3090,01
24368GL0,L3090,01
32212001,L3090,01
33569002,L3090,01
30080001,L3090,01
31367001,L3090,01
32670002,L3090,01
26871000,L3090,01
26477DA0,L3090,01
32631000,L3090,01
32612002,L3090,01
2204700M,L3090,01
30083000,L3090,01
32901BE1,L3090,01
36117000,L3090,01
33417000,L3090,01
33278IG0,L3090,01
33468000,L3090,01
26067DL0,L1105,01
26066GN0,L1105,01
266802430,L1105,01
27922000,L1105,01
27193000,L1105,01
269802431,L1105,01
26059000,L1105,01
25222001,L3090,01
23491GL1,L3090,01
24045000,L3090,01
3328130E,L3090,01
26114001,L3090,01
26066GL0,L3090,01
28286000,L3090,01
27852003,L3090,01
27400000,L3090,01
27076000,L3090,01
28990000,L3090,01
33552001,L3090,01
33592002,L3090,01
30126000,L3090,01
3328100E,L3090,01
23707LS3,L3090,01
23718LS3,L3090,01
33984000,L3090,01
20389IG0,L3090,01
27974000,L3090,01
27746000,L3090,01
27669000,L3090,01
27277000,L3090,01
19500000,L3090,01
27715000,L3090,01
23750000,L3090,01
26391000,L3090,01
26067BE0,L3090,01
27721000,L3090,01
32135002,L3090,01
27722000,L3090,01
19160IG0,L3090,01
33355000,L3090,01
41157000,L3090,01
40234000,L3090,01
33507000,L3090,01
13650000,L3090,01
21610000,L3090,01
26610000,L3090,01
31065000,L3090,01
19157000,L3090,01
33470IG0,L3090,01
34010000,L3090,01
33540001,L3090,01
33588IG0,L3090,01
36043000,L3090,01
20650IG0,L3090,01
20650000,L3090,01
23413000,L3090,01
28237IG0,L3090,01
33472000,L3090,01
348742430,L1143,01
107056LS00,L1105,01
107056DC00,L1105,01
23871004,L3090,01
24172PF1,L3090,01
33096000,L3090,01
27916000,L3090,01
19030000,L3090,01
20057000,L3090,01
20058BE0,L3090,01
22905000,L3090,01
37018D00,L1132,01
37023000,L3090,01
27357001,L1105,01
26735000,L1105,01
24173A01,L3090,01
24181001,L3090,01
20188GL1,L3090,01
23209000,L3090,01
2679010A,L3090,01
23761000,L3090,01
23633001,L3090,01
24075000,L3090,01
25221001,L3090,01
26659000,L3090,01
26564GL0,L3090,01
26370DA0,L3090,01
26400001,L3090,01
26398001,L3090,01
26568000,L3090,01
26052000,L3090,01
26405000,L3090,01
26477A00,L3090,01
27055000,L3090,01
26801000,L3090,01
26647LS0,L3090,01
19345000,L3090,01
2779810E,L3090,01
19952GL0,L3090,01
26399000,L3090,01
26032000,L3090,01
27942000,L3090,01
24060002,L3090,01
24073000,L3090,01
24026000,L3090,01
28344000,L3090,01
19468DA0,L3090,01
23580000,L3090,01
23578000,L3090,01
23778000,L3090,01
24135GL3,L3090,01
19950000,L3090,01
26373001,L3090,01
26397000,L3090,01
36170000,L3090,01
19509IG0,L3090,01
23297000,L3090,01
13449GL1,L3090,01
1009640000,L1105,01
19842000,L3090,01
19900000,L3090,01
13449A01,L3090,01
19133000,L3090,01
20587000,L3090,01
100964DA00,L1105,01
23300000,L3090,01
40173000,L3090,01
19521IG0,L3090,01
19605IG0,L3090,01
29663IG0,L3090,01
25009000,L3090,01
37685000,L3090,01
31354000,L3090,01
32994000,L3090,01
20393000,L3090,01
26226000,L3090,01
23331001,L3090,01
26836DA0,L3090,01
19791000,L3090,01
26836DC0,L1105,01
26183000,L3090,01
19069000,L3090,01
26508GL0,L3090,01
19309DA2,L3090,01
23342001,L3090,01
24363DA0,L3090,01
26508LS0,L3090,01
21022DA3,L3090,01
1017890000,L3090,01
19578001,L3090,01
22034000,L3090,01
26224001,L1105,01
24417000,L3090,01
21014000,L3090,01
37601MG0,L1143,01
38965000,L1143,01
34614001,L1105,01
35085000,L3090,01
40847001,L3090,01
41165000,L3090,01
41186000,L3090,01
34797001,L3090,01
34732000,L3090,01
34730000,L3090,01
34550000,L3090,01
32888000,L3090,01
40900000,L3090,01
40910000,L3090,01
36384000,L3090,01
36415000,L3090,01
30325001,L3090,01
32257002,L3090,01
32929001,L3090,01
34784000,L3090,01
2879300E,L3090,01
28793000,L3090,01
30269BE0,L3090,01
32560000,L3090,01
37624BE0,L3090,01
36113000,L3090,01
36207000,L3090,01
36111000,L3090,01
40304000,L3090,01
28678A00,L3090,01
34278000,L3090,01
32296002,L3090,01
33040000,L3090,01
19670IG0,L3090,01
49247AL0,L1143,01
19038000,L3090,01
29121BE0,L1143,01
29121AL0,L1143,01
40885000,L3090,01
34567000,L3090,01
40689GL1,L3090,01
36444000,L3090,01
31687000,L3090,01
28636000,L3090,01
32663001,L3090,01
33554000,L3090,01
34020000,L3090,01
34282000,L3090,01
40688BE1,L3090,01
39881SH0,L1158,01
37349000,L3090,01
41161000,L3090,01
34472IG0,L3090,01
40657001,L3090,01
31147000,L3090,01
34237003,L3090,01
40800GL1,L3090,01
37337000,L3090,01
30274DA0,L3090,01
34237002,L3090,01
40946IG0,L3090,01
40340GL1,L3090,01
40754001,L3090,01
37601BE0,L1143,01
38765MS0,L1143,01
38915KS0,L1143,01
41076BE0,L3090,01
38573SP0,L1132,01
389160A0,L1143,01
38821000,L3090,01
32171000,L3090,01
31810000,L3090,01
19050000,L3090,01
101680DA00,L3090,01
1017300000,L3090,01
23324001,L3090,01
22045000,L3090,01
20593DA0,L3090,01
1017320000,L3090,01
20422000,L3090,01
20422001,L3090,01
19831000,L3090,01
19088003,L3090,01
20414000,L3090,01
20169003,L3090,01
13245000,L3090,01
25009IG0,L3090,01
20145000,L3090,01
37151000,L1158,01
37018SU0,L1132,01
39415000,L1143,01
39127000,L1143,01
41010000,L3090,01
41035BE0,L3090,01
41020000,L3090,01
40374DA1,L3090,01
40394GL1,L3090,01
40421BE1,L3090,01
32184000,L3090,01
33866000,L3090,01
40308BE0,L3090,01
38538000,L3090,01
1047760000,L3090,01
104988GL00,L3090,01
104989KF00,L1105,01
104994GL00,L3090,01
104645DA00,L1143,01
20613000,L3090,01
19512IG0,L3090,01
25927000,L3090,01
25934000,L3090,01
29119GN0,L1143,01
23263001,L3090,01
32322AL2,L1016,01
29121MS0,L1143,01
34863AL0,L1105,01
23658000,L3090,01
19315DA1,L3090,01
23758000,L3090,01
23657000,L3090,01
23138000,L3090,01
34863GL0,L3090,01
34558000,L3090,01
34871000,L3090,01
31555001,L3090,01
31368000,L3090,01
31393000,L3090,01
32661003,L3090,01
26171000,L3090,01
26873000,L3090,01
26457000,L3090,01
28991000,L3090,01
36325000,L3090,01
34310000,L3090,01
32898000,L3090,01
28941001,L3090,01
30276002,L3090,01
34428000,L3090,01
33262000,L3090,01
26066KF0,L1105,01
26388000,L1105,01
26641000,L1105,01
27419000,L1105,01
24174A01,L3090,01
23791001,L3090,01
24043003,L3090,01
24260000,L3090,01
25272GL0,L3090,01
34793000,L3090,01
34174001,L3090,01
31894000,L3090,01
3284320E,L3090,01
32168000,L3090,01
26896IG0,L3090,01
26898000,L3090,01
26802000,L3090,01
2794610E,L3090,01
27136001,L3090,01
27732000,L3090,01
30185000,L3090,01
27297001,L3090,01
26817000,L3090,01
31341000,L3090,01
31206002,L3090,01
27402001,L3090,01
25110000,L3090,01
19466000,L3090,01
27615001,L3090,01
27226BE1,L3090,01
32321DA2,L3090,01
28797000,L3090,01
27404001,L3090,01
19464000,L3090,01
27193000,L3090,01
33589IG0,L3090,01
31203002,L3090,01
28176000,L3090,01
1348640000,L3090,01
40053000,L3090,01
134864DC00,L1047,01
42850SH0,L1157,01
40317BE0,L3090,01
40165000,L3090,01
40298000,L3090,01
40388000,L3090,01
40293000,L3090,01
33176000,L3090,01
34551IG0,L3090,01
32462000,L3090,01
33606000,L3090,01
20382001,L3090,01
32103000,L3090,01
32105000,L3090,01
32101000,L3090,01
21610IG0,L3090,01
33680IG0,L3090,01
33873000,L3090,01
33603000,L3090,01
28198IG0,L3090,01
34202000,L3090,01
33577004,L3090,01
24170PF1,L3090,01
34686IG0,L3090,01
34001IG0,L3090,01
40045000,L3090,01
19162IG0,L3090,01
26337000,L3090,01
24009BE0,L3090,01
28353IG0,L3090,01
40193IG0,L3090,01
27357002,L1105,01
26538000,L1105,01
23581001,L3090,01
25227GL0,L3090,01
19346001,L3090,01
20649000,L3090,01
23883001,L3090,01
23899001,L3090,01
23878001,L3090,01
24364000,L3090,01
24094000,L3090,01
23330000,L3090,01
25272DA0,L3090,01
28036000,L3090,01
26642000,L3090,01
26256000,L3090,01
26602000,L3090,01
26595000,L3090,01
26088001,L3090,01
26841000,L3090,01
26459000,L3090,01
27057A00,L3090,01
27942001,L3090,01
27940001,L3090,01
27231001,L3090,01
27369000,L3090,01
26037001,L3090,01
27789002,L3090,01
23315IG0,L3090,01
26096000,L3090,01
26103000,L3090,01
19344000,L3090,01
23905001,L3090,01
24092BE1,L3090,01
26172LS0,L3090,01
26106000,L3090,01
26095000,L3090,01
27982IG0,L3090,01
36161000,L3090,01
20062000,L3090,01
20575000,L3090,01
13299A00,L3090,01
19952IG0,L3090,01
1018840000,L3090,01
1018360000,L3090,01
1018680000,L3090,01
23462BE1,L3090,01
19623000,L3090,01
19662000,L3090,01
28479000,L3090,01
36145000,L3090,01
32948000,L3090,01
3292500E,L3090,01
33274000,L3090,01
40661IG0,L3090,01
28683IG0,L3090,01
28667000,L3090,01
27074A00,L3090,01
23856A01,L3090,01
20344A00,L3090,01
19986000,L3090,01
26163003,L3090,01
26836AL0,L1105,01
22024000,L3090,01
26677000,L3090,01
25286003,L3090,01
26560DC0,L1105,01
20658DA0,L3090,01
23336000,L3090,01
24162001,L3090,01
26694001,L3090,01
23459003,L3090,01
2337600E,L3090,01
26837DA0,L3090,01
25013000,L3090,01
19958000,L3090,01
26885GL0,L3090,01
26837A00,L1105,01
19590000,L3090,01
23119A00,L3090,01
26475DA0,L3090,01
26668000,L3090,01
27076DA0,L3090,01
19967GL1,L3090,01
24053001,L3090,01
39376000,L1132,01
31482002,L1016,01
31486DC0,L1016,01
37601P00,L1143,01
40794001,L3090,01
40689001,L3090,01
40664001,L3090,01
41167000,L3090,01
40967GL1,L3090,01
40963DA1,L3090,01
29420000,L3090,01
34469001,L3090,01
29122DA0,L3090,01
32628A01,L3090,01
32757001,L3090,01
32929002,L3090,01
31456001,L3090,01
31883001,L3090,01
38732KV0,L3090,01
40367BE1,L3090,01
31374000,L3090,01
36387000,L3090,01
34903000,L3090,01
34614000,L3090,01
32284000,L3090,01
30026000,L3090,01
40313GL3,L3090,01
34634000,L3090,01
34634001,L3090,01
33020000,L3090,01
31047000,L3090,01
19900IG0,L3090,01
30832000,L3090,01
34381000,L3090,01
49035000,L1143,01
49074000,L1143,01
49244GL0,L1143,01
28354IG0,L3090,01
48616DL0,L1143,01
48615GN0,L1143,01
34883000,L1105,01
29396DA0,L3090,01
36331000,L3090,01
34566000,L3090,01
34286001,L3090,01
32760000,L3090,01
38732000,L3090,01
38222000,L3090,01
48428000,L1143,01
40627IG0,L3090,01
40369DA1,L3090,01
34197000,L3090,01
38574000,L1132,01
37601DA0,L1143,01
37324000,L3090,01
40254000,L3090,01
32843002,L3090,01
40891000,L3090,01
40800DA1,L3090,01
41076GL0,L3090,01
29410GL0,L3090,01
38573AV0,L1132,01
42901000,L3090,01
38671AV0,L1132,01
25032IG0,L3090,01
24012BE0,L3090,01
101680DC00,L1047,01
19359000,L3090,01
33906000,L3090,01
20004BE0,L3090,01
13264GL1,L3090,01
23323001,L3090,01
2339200E,L3090,01
19408GL1,L3090,01
20661000,L3090,01
24341000,L3090,01
23348000,L3090,01
19352001,L3090,01
22044000,L3090,01
19918000,L3090,01
21390000,L3090,01
20164000,L3090,01
20149000,L3090,01
24066GL3,L3090,01
23109A00,L3090,01
19173IG0,L3090,01
42371KF0,L1157,01
38765000,L1143,01
48616DC0,L1143,01
40628000,L3090,01
41027A00,L3090,01
40278DA1,L3090,01
40960IG0,L3090,01
41208000,L3090,01
40894000,L3090,01
40278001,L3090,01
30530002,L3090,01
40306GL3,L3090,01
104746DA00,L3090,01
1049910000,L3090,01
1046450000,L3090,01
104645GL00,L3090,01
104991GL00,L1105,01
104780GL00,L3090,01
20893000,L3090,01
27089000,L3090,01
27017000,L3090,01
28932001,L3090,01
34611001,L1105,01
33557002,L3090,01
33557001,L3090,01
33773000,L3090,01
19412000,L3090,01
29121EN0,L1143,01
34705000,L1143,01
24178DA1,L3090,01
23263000,L3090,01
33636A01,L3090,01
34482001,L3090,01
32767000,L3090,01
36330002,L3090,01
36409000,L3090,01
36268000,L3090,01
31494001,L3090,01
28628000,L3090,01
23444000,L3090,01
21029000,L3090,01
22920000,L3090,01
19287000,L3090,01
26477BE0,L3090,01
33351000,L3090,01
25633000,L3090,01
27058000,L1105,01
27968000,L1105,01
26075EN0,L1105,01
27591000,L1105,01
27174001,L1105,01
24173GL1,L3090,01
24043002,L3090,01
23570003,L3090,01
33614002,L3090,01
32788000,L3090,01
28920000,L3090,01
26641000,L3090,01
26899000,L3090,01
26857000,L3090,01
26815000,L3090,01
26689001,L3090,01
27477000,L3090,01
27524001,L3090,01
27574003,L3090,01
28797001,L3090,01
27953000,L3090,01
28421002,L3090,01
33592003,L3090,01
27578000,L3090,01
23716003,L3090,01
20021003,L3090,01
27251A00,L3090,01
27276000,L3090,01
33190002,L3090,01
27733000,L3090,01
19288000,L3090,01
34366000,L3090,01
28089000,L3090,01
32321A02,L3090,01
33865000,L3090,01
26003BE0,L3090,01
28370000,L3090,01
19160000,L3090,01
28230000,L3090,01
28390000,L3090,01
40250000,L3090,01
40446000,L3090,01
40444000,L3090,01
28974IG0,L3090,01
40202IG0,L3090,01
38365000,L3090,01
33508000,L3090,01
40049000,L3090,01
32304000,L3090,01
33177001,L3090,01
34357000,L3090,01
3210500E,L3090,01
19684000,L3090,01
19950IG0,L3090,01
31105000,L3090,01
33123000,L3090,01
33132000,L3090,01
33904000,L3090,01
33119000,L3090,01
28802000,L3090,01
29306004,L3090,01
28810IG0,L3090,01
33499000,L3090,01
33094000,L3090,01
20611000,L3090,01
33038000,L3090,01
28802IG0,L3090,01
19195000,L3090,01
27202000,L3090,01
40161IM0,L3090,01
20159000,L3090,01
37023000,L1158,01
37021000,L3090,01
37019L00,L1132,01
26400001,L1105,01
26172000,L1105,01
26463000,L1105,01
26477AL0,L1105,01
26507GL0,L1105,01
26673000,L1105,01
27032001,L1105,01
27005000,L1105,01
27004000,L1105,01
24173DA1,L3090,01
24170DA1,L3090,01
24173001,L3090,01
25220001,L3090,01
23923002,L3090,01
23845003,L3090,01
25250GL1,L3090,01
19408DA1,L3090,01
23778001,L3090,01
24353000,L3090,01
24358000,L3090,01
23967003,L3090,01
24164003,L3090,01
24180001,L3090,01
26659DA0,L3090,01
26561000,L3090,01
26175001,L3090,01
26145000,L3090,01
26583000,L3090,01
26901000,L3090,01
26093001,L3090,01
26479GL0,L3090,01
28233000,L3090,01
27492000,L3090,01
26465A00,L3090,01
23569LS3,L3090,01
27571002,L3090,01
20189000,L3090,01
19354001,L3090,01
23746001,L3090,01
25010DA3,L3090,01
27285000,L3090,01
26197000,L3090,01
26005000,L3090,01
105006KI00,L3090,01
100961GL00,L1047,01
100964KI00,L1105,01
1016950000,L3090,01
20587GL0,L3090,01
1018760000,L3090,01
19088DA3,L3090,01
23403000,L3090,01
19520IG0,L3090,01
33317000,L3090,01
33421000,L3090,01
36147000,L3090,01
36083000,L3090,01
36148000,L3090,01
37381000,L3090,01
36180000,L3090,01
33450000,L3090,01
31354001,L3090,01
28666000,L3090,01
28602000,L3090,01
22119KF0,L1105,01
26685000,L3090,01
26837AL0,L1105,01
25450000,L3090,01
20658GL0,L3090,01
26507000,L3090,01
19936000,L3090,01
26977001,L3090,01
20299000,L3090,01
20181000,L3090,01
101676GN00,L1047,01
21374000,L3090,01
24051002,L3090,01
23322001,L3090,01
24055002,L3090,01
23427LS0,L3090,01
24077000,L3090,01
23313IG0,L3090,01
23337000,L3090,01
26075AL0,L1105,01
26560DL0,L1105,01
19937000,L3090,01
20348A00,L3090,01
2337410E,L3090,01
32296000,L1016,01
37601SH0,L1143,01
348832430,L1105,01
40846001,L3090,01
32826GL1,L3090,01
41066BE0,L3090,01
41069000,L3090,01
33302003,L3090,01
40284GL1,L3090,01
34790000,L3090,01
34709000,L3090,01
34337000,L3090,01
36265000,L3090,01
33770002,L3090,01
31316000,L3090,01
40967A01,L3090,01
40963A01,L3090,01
33547002,L3090,01
32322000,L3090,01
31375DA0,L3090,01
32042GL3,L3090,01
33242IG0,L3090,01
33802000,L3090,01
34256000,L3090,01
28085000,L3090,01
13614000,L3090,01
32307IG0,L3090,01
49030DC0,L1143,01
49244AL0,L1143,01
41182000,L3090,01
29396GL0,L3090,01
40885DA0,L3090,01
40802GL1,L3090,01
34877000,L3090,01
40279A01,L3090,01
30569000,L3090,01
31214001,L3090,01
40305DA3,L3090,01
34444000,L3090,01
37547000,L1143,01
65808000,L3090,01
40503A00,L3090,01
39900000,L1143,01
37547000,L3090,01
40444001,L3090,01
28513000,L3090,01
31128001,L3090,01
40630IG0,L3090,01
41077A00,L3090,01
40757001,L3090,01
33300001,L3090,01
29252000,L3090,01
40460001,L3090,01
37535DA0,L3090,01
37059000,L1143,01
29147000,L3090,01
40781000,L3090,01
36016001,L3090,01
29152LS0,L3090,01
38565000,L3090,01
37624A00,L3090,01
40956DA1,L3090,01
32277001,L3090,01
37535GL0,L3090,01
40366BE1,L3090,01
41028GL0,L3090,01
31319000,L3090,01
41039000,L3090,01
40625000,L3090,01
1022122430,L1143,01
1039960000,L1105,01
101673DA00,L3090,01
37058000,L3090,01
27435000,L3090,01
1017290000,L3090,01
24010BE0,L3090,01
19908IG0,L3090,01
24010000,L3090,01
1017500000,L3090,01
1012420000,L1017,01
19787001,L3090,01
1017770000,L3090,01
21138000,L3090,01
24365000,L3090,01
24365DA0,L3090,01
24154000,L3090,01
23351001,L3090,01
1009610000,L3090,01
23353000,L3090,01
23351000,L3090,01
19364000,L3090,01
19172IG0,L3090,01
19918GL3,L3090,01
19918DA3,L3090,01
21025000,L3090,01
19611IG0,L3090,01
37763000,L1157,01
48429LS0,L1143,01
39604000,L1135,01
38585001,L1132,01
37063000,L1143,01
29398000,L3090,01
33265002,L3090,01
40889DA0,L3090,01
37146000,L3090,01
40314GL3,L3090,01
40407000,L3090,01
38847LS0,L3090,01
104990AL00,L1105,01
104775DA00,L3090,01
104645AU00,L1143,01
104748GL00,L3090,01
20055000,L3090,01
19853IG0,L3090,01
21106000,L3090,01
19146BE0,L3090,01
19143BE0,L3090,01
29124GL0,L1143,02
31615EN0,L1016,02
31721000,L1016,02
30543000,L1016,02
32901DC1,L3090,02
30505DC0,L3090,02
31721DC0,L3090,02
19578EN1,L3090,02
30126DC0,L1016,02
19334AL1,L3090,02
20668AL0,L3090,02
23590DC1,L3090,02
24168DL1,L3090,02
29527DC0,L3090,02
33636DC1,L3090,02
29124AL0,L3090,02
27513DC1,L3090,02
27075GN0,L3090,02
32652DC3,L3090,02
27057EN0,L3090,02
